Urban,PCTGQTRS,HUNVFlag,Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT 0 Some college or associate's degree,Total; Estimate; Some college no degree
1,0.0169837,0,6.4,6.4
1,0,0,0,13.7
1,0.0018868,0,5.7,10.5
1,0.0003028,0,6,18
1,0.0215166,0,12.7,9.4
1,0.0004232,0,7.6,10.1
1,0.029318,0,12,7.7
1,0.0119483,0,8.4,9.7
1,0,0,2.3,8
1,0.0006699,0,0,12.5
1,0.0013193,0,7.5,7.4
1,0.0041868,0,21,13.6
1,0.0007698,0,0,4.6
1,0.0002655,1,0,6.6
1,0,1,18.6,4.3
1,0.0083147,1,0,8.6
1,0.943042,0,33.3,17.9
1,0.0422726,0,30.6,27.1
1,0.0254028,1,8.2,8.2
1,0.0479963,0,15.5,16.1
1,0.2947431,0,11.3,17.4
1,0.6651193,0,44.2,20.5
1,0.0045947,0,0,9.7
1,0.0861731,0,0,1.8
1,0.0187771,0,0,3.3
1,0.021013,0,6.8,20.6
1,0.0443155,0,9.4,11.2
1,0.9735877,0,0,25.5
1,0.0009017,1,25.5,6.8
1,0.020085,0,0,9.4
1,0.0614458,0,0,12.9
1,0.0691809,0,4,12
1,0.0030466,0,7.8,11.1
1,0.0004543,0,0,7.4
1,0.0224771,0,9.2,12.1
1,0,0,3.2,14.3
1,0.0010811,0,10.6,9
1,0.0045181,0,19.6,8.4
1,0.0070008,0,18.8,19.7
1,0.0183552,0,14.1,17.4
1,0.0023605,0,0,13.2
1,0.0025528,0,7.2,20.3
1,0.0009572,0,24.5,10.3
1,0.0023372,0,19,11.1
1,0.0017206,0,12.4,23.6
1,0.0354852,0,0,5.7
1,0.0863399,0,13.4,5.9
1,0.0275089,0,20,4.9
1,0.004177,0,4.2,9.3
1,0.0009328,0,0,3.3
1,0.0188989,0,0,9.9
1,0.0007181,0,0,18.2
1,0.0159331,0,0,10.1
1,0.0613183,0,13.6,6.7
1,0.0126073,0,0,5.1
1,0.0438889,0,0,6.7
1,0.0256315,0,4.4,7.9
1,0.0032247,0,0,14.5
1,0.2022654,0,6.1,13.9
1,0.0286388,0,0,3.9
1,0.0034091,0,21.9,11.6
1,0.0018055,0,5.1,12
1,0.0036581,0,13.8,21.7
1,0.0059549,0,0,17.5
1,0.0445528,0,18.7,15.1
1,0.0139887,0,3.9,16.9
1,0.0018904,0,21.2,9.7
1,0.0049402,0,10.3,13.5
1,0.0069095,0,0,9.6
1,0.0226171,0,9.9,25.1
1,0.0059601,0,0,16.5
1,0,0,6.6,16.1
1,0.0021224,0,0,12.8
1,0,0,7.5,15.8
1,0.0029841,0,2.4,13.9
1,0.0071565,0,8.7,13.7
1,0.0028337,0,14.5,18.2
1,0.0105557,0,0,13.6
1,0.0045093,0,3.4,13.1
1,0.0012126,0,0,10
1,0.0002951,0,0,6.7
1,0.0039888,0,0,13.3
1,0.0008177,0,13.8,11.3
1,0.001938,0,22.2,14.3
1,0,0,0,9.9
1,0,0,13.5,11.3
1,0.0063139,0,26.6,11
1,0.0005543,0,0,3.7
1,0,0,0,12.8
1,0.0108126,0,0,11.4
1,0.0002562,0,10.8,10.2
1,0.0114622,0,6.9,6.2
1,0,0,18,11.5
1,0.0021684,0,9,12.8
1,0.0007364,0,13.1,12.2
1,0.0119788,0,20,16.3
1,0.0559671,0,3.8,25.6
1,0.0283356,0,0,13.5
1,0.0021062,0,6.4,13.8
1,0.0095729,0,12.9,9.6
1,0.0363837,0,0,15.1
1,0.0009528,0,27.2,12.5
1,0.0069713,0,3.6,15.8
1,0.0025884,0,6.3,11.9
1,0.0040306,0,0,15.3
1,0.0012119,0,0,7.8
1,0.0010764,0,4.9,13.7
1,0.0017958,0,3.3,19
1,0.0002535,0,1.5,21.3
1,0.0027807,0,21.1,15.1
1,0.0040928,0,0,9.6
1,0,0,17.2,16.3
1,0,0,10.4,20.2
1,0.0315222,0,0,9.2
1,0.0374204,0,7,12.1
1,0.0466382,0,3.3,16
1,0.0019462,0,8.8,16.3
1,0.0320959,0,3.7,18.4
1,0.0032297,0,0,7.2
1,0.0009646,0,7.8,17.1
1,0,0,14.7,12.8
1,0.0244349,0,7.9,14.5
1,0.0013257,0,8.9,18.8
1,0.0040582,0,0,14.8
1,0.0229446,0,21,6.3
1,0.0369372,0,9.3,24.6
1,0.0051687,0,10.2,17.3
1,0.0288538,0,13.2,21.1
1,0.0124341,0,0,21.6
1,0.0112518,0,6.4,19.3
1,0.0040938,0,4.3,18.3
1,0.0035851,0,7.6,24.3
1,0.0060817,0,5.1,22.2
1,0.0143488,0,5,11.7
1,0.0895221,0,10.7,17.1
1,0.0066544,0,11.2,14.9
1,0.0025362,1,8,23.4
1,0.0074247,0,15.1,19.2
1,0.0076682,1,6.8,24.1
1,0.0397836,0,1.9,18.9
1,0.0004115,0,15.8,30.2
1,0.0091912,0,11,12.8
1,0.010158,0,0,19.3
1,0.0162884,1,3.5,18.8
1,0.0014215,0,6.2,16.7
1,0.0077115,1,19,14.8
1,0.0081081,0,25.1,19.9
1,0.0017271,0,5.3,33.7
1,0.0044124,0,7,22.3
1,0.007855,0,9.3,19.2
1,0.0011464,0,2.1,11.3
1,0.0007294,0,5.2,15.2
1,0.0031805,1,6.6,25.3
1,0.0004284,0,20.3,24.7
1,0.0053296,0,7.7,11.7
1,0,0,5,6.6
1,0.0057576,0,14,13.4
1,0.0056246,0,0,16.8
1,0.0238474,0,17.1,14.8
1,0.0246962,0,0,12.5
1,0.0337451,0,6.2,19.1
1,0.1122358,0,15.4,17.9
1,0.0839779,0,26,21.1
1,0.0094098,0,5.1,13.1
1,0.0185131,0,12.7,11.3
1,0.0014205,0,21.6,16.2
1,0.0003815,0,0,14.8
1,0.0097367,0,0,11.2
1,0.1008078,0,5.7,16.3
1,0.268286,0,56.5,16.8
1,0.0225517,0,0,8.9
1,0.0055854,0,8.1,11.8
1,0.0043848,0,2.4,13.8
1,0.0052963,0,13,10.2
1,0.0042313,0,0,13.8
1,0.0110105,0,14,13.2
1,0.8185699,0,45,56.8
1,0.0390464,1,9,9
1,0.0523485,1,6.5,4.9
1,0.0008361,0,16.8,7.2
1,0.0044444,0,26.4,1.3
1,0.001861,0,12.1,6
1,0.0401274,0,18.1,13.1
1,0.0726045,1,0,14.4
1,0.0689051,0,7.6,11.7
1,0.6287068,0,0,6.7
1,0.0382012,0,13.7,10
1,0.1882793,0,0,21.8
1,0.0002865,0,0,6.9
1,0.0034651,0,0,6.7
1,0.0001621,0,18.8,5.8
1,0.0006435,0,0,7.6
1,0.0016671,0,16.8,20.8
1,0.0004068,1,29.3,6.3
1,0,0,2,11.5
1,0.0079745,0,3.9,8.9
1,0.0004495,0,0,6.4
1,0,0,0,9.3
1,0,0,0,3.4
1,0,0,0,6.2
1,0.0036398,1,4.8,5.2
1,0.0007922,0,6.3,6.8
1,0.0014168,0,15.5,15.8
1,0.0020036,0,4.6,8.2
1,0.0017937,0,3.2,12.1
1,0.0006219,0,0,10.2
1,0.0004389,0,9.8,10.6
1,0.0020482,0,0,6.4
1,0.0076391,0,5.2,8.8
1,0.036195,0,0,11.8
1,0.0014802,0,10.1,6.7
1,0.2328358,0,20.7,11.9
1,0,0,24.6,24.5
1,0.0149059,0,0,9.2
1,0.0065445,1,3.5,9.2
1,0.0008532,1,18.7,25.5
1,0.0039983,1,28.6,20.3
1,0.0172996,0,7.1,15.4
1,0.0034419,0,3.3,8.3
1,0.0066452,0,0,9.3
1,0.0096172,0,17.8,7.4
1,0.0142426,0,0,8.4
1,0.0025071,0,0,8.2
1,0.0051302,0,20,8.5
1,0.0282142,0,27,12
1,0.005349,0,7.7,13.4
1,0.0225672,1,8.6,19.3
1,0.0062784,0,26.8,18
1,0.0041349,0,23.8,11.9
1,0.0078032,0,1.2,17.3
1,0.0081088,0,9.4,13.6
1,0.006373,1,8.7,29.4
1,0.0063131,0,24.7,28.4
1,0.0024402,1,7.3,35.7
1,0.0120968,0,8,32.9
1,0.0107487,1,28.4,18.2
1,0.0109475,0,13.2,29.9
1,0.0072016,0,5.4,30.4
1,0.0008757,1,14,28.4
1,0.0033344,1,20.1,23.1
1,0.0289638,1,11.7,26.5
1,0.0028761,0,4.4,25.4
1,0.0115067,1,11.3,22.4
1,0.0030722,1,24.8,27.4
1,0,0,6.7,22.8
1,0.014245,1,19.8,24.9
1,0.000323,1,13.7,25.7
1,0,1,19.6,28
1,0,1,9.3,24.6
1,0.0012157,1,19.7,33.7
1,0.0002699,0,16.3,25.2
1,0.0018439,1,13.4,14.2
1,0.0014261,0,11.2,15.4
1,0.0013674,0,9.7,19.2
1,0.0020905,1,12.7,25.3
1,0,0,51.9,17.5
1,0.0028361,0,8.9,19.7
1,0.0104673,0,9.4,25.6
1,0.0004696,0,0,15.8
1,0.0010291,0,0,11
1,0.0025373,0,31.1,10.9
1,0.0105239,1,9,21.3
1,0.0030378,1,6.6,35
1,0.008015,1,13.3,26.1
1,0.0097276,0,16.7,30.2
1,0.0020885,0,0,21
1,0.0076748,0,15.7,16.8
1,0.0187484,0,9.5,9.3
1,0.0097843,0,12.2,22.7
1,0.0067378,0,0,8.2
1,0.0016935,0,0,4.6
1,0.002002,1,0,9.9
1,0,0,13.1,18.7
1,0.0024314,0,13.5,15.6
1,0,0,41.7,12.2
1,0.0014828,0,16.3,10.5
1,0.0029294,0,24.3,12.1
1,0.0003018,1,10.5,19.1
1,0.0002347,0,30.6,16.5
1,0.0117138,0,15.1,19.1
1,0.0041032,0,3.2,12.5
1,0,0,4.4,16.8
1,0.0062619,0,0,13.3
1,0.010089,0,0,15.1
1,0.0112338,0,16.3,15.2
1,0.0110701,0,6.1,9.4
1,0,0,5.1,21.7
1,0.004411,1,8.7,15.5
1,0,1,7,17
1,0.0012165,0,7.1,15.5
1,0.0038955,0,6.3,15
1,0.0525474,0,4.5,15.3
1,0.0016014,1,11.3,21
1,0.0014002,1,10.9,19.1
1,0.0005546,1,11.1,17
1,0.0026025,0,5.4,12.5
1,0.0107362,1,12.2,16
1,0.010697,0,20.5,26.1
1,0.0068784,1,10.3,24.1
1,0.0064851,0,14.3,32.2
1,0.0021309,1,0.2,25.9
1,0.0020315,0,12.9,11.5
1,0,1,25.9,18.1
1,0.0051877,1,6.4,15.4
1,0.0002181,0,13.7,14.8
1,0,1,31.4,16
1,0.0054997,0,13.8,11
1,0.0385581,1,3.6,14.7
1,0.0327103,1,14.8,15.2
1,0,0,12.4,20.5
1,0,0,5,15.3
1,0,0,4.3,12.9
1,0,0,0,17.8
1,0.019893,0,4.5,15.5
1,0.1982507,0,0,8.8
1,0,0,0,8.7
1,0,0,0,10.7
1,0.0024745,0,41.7,10.4
1,0,0,14.9,15.6
1,0,0,6.6,8.3
1,0.0013132,0,22.2,11.2
1,0.006448,0,12.3,20.2
1,0.0039293,0,0,10.7
1,0,0,6.8,9.3
1,0,0,9.8,10.4
1,0,0,0,12.5
1,0,0,0,5.5
1,0.0004305,0,14.8,8.7
1,0.0003519,0,3.3,13.4
1,0,1,0,20.7
1,0.2446319,0,0,10.1
1,0.0033232,0,11.3,15.6
1,0.9986087,0,0,46.6
1,0,0,0,9.9
1,0.2176471,0,0,21.7
1,0.0840274,0,0,12
1,0.0939086,0,19.7,17.2
1,0,0,0,15
1,0.0016533,0,0,9.6
1,0.000877,0,22,10.5
1,0.0183391,0,0,20.8
1,0,0,16.5,9.9
1,0.0014831,0,5.2,14.7
1,0.0055857,0,6.9,13.3
1,0.0025308,0,9.8,10.9
1,0.0317935,0,17.5,19.6
1,0.0187773,0,4,11.5
1,0.0006642,0,47.6,11.3
1,0,0,9.6,10.8
1,0.0013014,0,8.7,12.1
1,0.0006167,0,3.6,11.6
1,0.0035308,0,17.8,20.7
1,0,0,14.7,12.2
1,0.018855,1,5.8,13.3
1,0,0,45.8,17.5
1,0.0017778,0,3.5,15.7
1,0.0278318,0,19.9,12.7
1,0.0002294,0,0,20.1
1,0,0,7.5,10.3
1,0.0039575,0,0,9
1,0,0,20.1,21.4
1,0.0233702,0,4.8,26.4
1,0.0041616,0,5.9,18.5
1,0.0066512,0,0,15.3
1,0.0821918,0,12.7,12.2
1,0.0289595,0,6.8,22.1
1,0.0012381,0,2.6,17.4
1,0,0,0,8.8
1,0.0007244,0,0,12.5
1,0.0018132,0,3.6,17.9
1,0.030577,0,8.8,19.3
1,0.0093063,0,4.6,19.7
1,0.0126582,0,0,12.4
1,0.0039604,0,5.4,14.4
1,0.0015535,0,5.8,16.9
1,0.0014745,0,2.9,22
1,0.0061287,0,2.5,20.4
1,0.0013408,0,4.2,16.5
1,0.0008547,0,1.4,19.1
1,0.0002419,0,9.2,8.3
1,0,0,0,14.3
1,0.0279141,0,11.2,22
1,0.0113379,0,3.4,23.5
1,0.0056745,0,13.5,23.8
1,0,0,5.3,17.3
1,0.0016591,0,16.5,20.9
1,0.0008881,0,0,22.8
1,0.0476029,0,0,25.7
1,0.0004909,0,6.4,26.5
1,0.0009103,0,3.5,21.6
1,0.035031,0,21.1,15.5
1,0.0365359,0,9.7,12.7
1,0.0242749,0,16.1,12.8
1,0.0277393,0,12,16.2
1,0.0219644,0,6.4,17.2
1,0.000714,0,13.8,20.9
1,0.0048278,0,2.5,22
1,0.0160871,0,0,11.3
1,0.0036215,0,7.5,10.1
1,0.0018446,1,11.7,16.9
1,0,0,6.9,30.4
1,0.0023663,0,7.3,16.3
1,0.0156933,0,13,18.5
1,0.0016754,0,4.4,21.8
1,0,0,10.6,15.2
1,0.0002986,0,10.6,17.4
1,0.0017284,0,11.7,20.1
1,0,0,21.1,14.9
1,0,0,11.2,22.1
1,0,0,8.5,24.7
1,0.001073,1,6.8,25.6
1,0,0,9.1,16.9
1,0.6583053,0,6,24.4
1,0,0,14,13.5
1,0,1,3.9,18.8
1,0.0218428,0,5.4,25.9
1,0.0011121,0,0,21.3
1,0.002996,0,5.9,19.1
1,0,0,17.2,23.4
1,0.0006523,0,0,26.6
1,0.0012205,0,0,22.4
1,0,0,3.2,20.8
1,0.0022792,0,5.1,18.5
1,0.000905,1,9.4,17.6
1,0,0,0,22
1,0.0060399,0,1.6,21.3
1,0.0032806,0,6.3,20.8
1,0,0,13.5,27
1,0.002751,1,15.3,15.3
1,0.0067884,0,6.3,16.9
1,0.0069712,1,10.8,15.8
1,0.0181818,0,5.9,24.6
1,0.0065678,0,2.9,15.9
1,0.0023935,1,6.8,20.2
1,0.0022841,0,5.4,21.8
1,0.0004337,1,12.5,16.1
1,0.0014493,0,17.5,16.9
1,0.0016878,0,4.9,10.1
1,0,0,4.3,19.4
1,0.001634,0,0,20.6
1,0.0113589,0,5.3,18.6
1,0.003931,1,18.8,17
1,0.0010169,0,10.3,15.4
1,0.0009492,0,0,15.8
1,0.0014029,0,16.6,13.5
1,0.00246,0,14.1,13.2
1,0.0007111,1,17,14.5
1,0.0175555,0,8.8,14.4
1,0.0012528,0,19.1,9.5
1,0.0025147,0,19.2,8.5
1,0.0021581,0,8.5,8.4
1,0,0,8.6,13.2
1,0,0,9.4,28.3
1,0.0019874,0,3.9,16
1,0.0169492,0,14.5,16.9
1,0.0016584,0,1.8,19.6
1,0.0028204,0,2.2,19.5
1,0.0035587,0,9.7,27.4
1,0.0025575,0,6.7,23.3
1,0.0417785,0,1.7,14.3
1,0.0016961,0,9.1,21.7
1,0.0184368,0,18.6,14.6
1,0,0,2.8,25.2
1,0.0974567,0,8.1,24.3
1,0.0220211,0,9.7,15.9
1,0.0060432,0,3.4,17.3
1,0.002045,0,18.3,23
1,0.036647,0,5.4,15.3
1,0.0013877,0,0,25
1,0.0050358,0,2.5,21.5
1,0.0077101,0,11.7,30
1,0.0017128,1,0,29.5
1,0,0,3.5,14.5
1,0,0,4.6,25.3
1,0.0009772,0,2,23.8
1,0.0001742,0,11.3,19.4
1,0,0,1.5,15.5
1,0.0001659,0,8.8,24.4
1,0.0274432,0,4.7,19.8
1,0,0,5.4,18.7
1,0,0,2,14.7
1,0.0116597,0,9,17.4
1,0,0,1.6,16.6
1,0,0,0,14.2
1,0.0020657,0,3.8,14
1,0.0018487,0,5.4,15.7
1,0.0016026,0,15.5,16.2
1,0.0188377,0,3.1,14.7
1,0,0,2.9,16.6
1,0.0026105,0,2,20.4
1,0,0,6.9,11.6
1,0,0,0,17
1,0,0,8.8,10.3
1,0.0001448,0,14.4,12.6
1,0.0106486,0,9.4,20.1
1,0.0181679,0,8.8,31.6
1,0,0,4.7,15.6
1,0.012239,0,10.6,12.8
1,0,0,7.2,17
1,0,0,0,18.6
1,0.0112676,0,14.9,11.2
1,0,0,7.1,11.7
1,0.0025154,0,5.4,19.3
1,0.0083056,0,4.7,21.3
1,0.0040379,1,3.9,17.4
1,0.0007267,0,28.2,18.2
1,0.0260403,0,1.7,18.3
1,0.0005187,0,0,15.1
1,0.0026646,0,17,10.7
1,0.0306069,0,24.2,15.8
1,0.0236977,0,11.3,13
1,0.0265814,0,17.7,26.4
1,0,0,27.3,9.6
1,0,0,7.5,9.3
1,0.0048013,0,5.9,13.5
1,0.0251839,0,4.1,18.9
1,0.0008548,0,6.1,19.9
1,0,0,2.9,22
1,0,0,0,22.4
1,0,0,1.9,19.1
1,0,0,18.9,22.6
1,0,0,0,19.5
1,0.0103219,0,4.8,25.3
1,0.0003766,0,0,23.4
1,0.004659,0,8.6,22.8
1,0.0060529,0,12.2,16.2
1,0,0,13.2,21.9
1,0.0128336,0,15.3,28.3
1,0.0151383,0,6.3,24.5
1,0.0007989,0,2.9,24.1
1,0.0015396,0,13.1,21
1,0.000956,0,5.6,27
1,0,0,1.7,21.6
1,0,0,10.4,27.3
1,0.0001775,0,6.8,28.4
1,0.0019313,0,15.6,22.9
1,0.042366,0,6.6,25.1
1,0,0,3.4,26
1,0,0,1.7,27.5
0,0,0,0,0
1,0,0,3.8,20.2
1,0,1,18.4,14.5
1,0.0146628,0,11.5,10
1,0.0041739,0,1.5,12.8
1,0.0103812,0,3.3,20.8
0,0.0802122,0,16.1,18.3
1,0.0033784,0,5.5,17.8
1,0.0012505,0,6.4,27.9
1,0.0039788,0,5.8,24.9
1,0.0151921,0,3.2,26.1
1,0.0036364,0,7.6,26.9
1,0.014941,0,3.4,25.4
1,0.0013474,0,7.3,22.9
1,0.0018815,0,0,24.3
1,0.0012715,0,12.3,26
1,0.0013336,0,4.9,25.8
1,0.002349,0,9.6,21.5
1,0.5384421,0,12.7,28.9
1,0.0019579,0,4.8,35.9
1,0,0,8.6,29.3
1,0.0015102,0,0,28.3
1,0.0134204,0,3.2,27.6
1,0.0293454,0,0,26
1,0,0,7.4,24.1
1,0.0233356,0,7.3,25.9
1,0.0205138,0,6.2,27.2
1,0,0,9.9,27.1
1,0.006558,1,8.1,22.4
1,0.0007668,0,3.3,26.4
1,0.0573991,0,1.2,26
1,0.0847093,0,4.3,22.4
1,0.0027811,0,5.6,32
1,0.0151458,0,5.3,31.8
1,0.0336423,0,7.3,28
1,0.0229635,0,10.3,26.2
1,0.0057471,0,4.1,27.1
1,0.0108099,0,7.7,23.7
1,0.0562483,0,7.8,19.6
1,0.9336225,0,0,20.4
1,0.0232884,1,15,20.3
1,0,0,3.1,17.8
1,0.0388449,1,21.3,24
1,0.0315812,0,0,16.5
1,0.0265836,0,19.5,13.2
1,0.0688032,1,10,25.4
1,0.010451,0,4.2,8.2
1,0.038038,0,5.2,13.2
1,0,0,0,12.2
1,0.0144149,0,2.4,15.6
1,0.2475376,0,6,11.4
1,0.9948586,0,0,72.2
1,0.0013307,0,13.2,12.2
1,0.0037688,0,1.4,16.5
1,0.0014345,0,18.7,10
1,0.0099654,0,15,14.5
1,0.0056353,0,3.9,21.6
1,0.0049105,0,2,11
1,0.0051216,0,6,21.2
1,0.0024038,0,9.9,25.2
1,0.0063371,0,7.8,25
1,0.0009671,1,7.4,20.1
1,0.0139697,0,0,4.5
1,0.0115055,0,13.2,6.8
1,0.0349108,0,12.1,13.9
1,0,0,0,13.3
1,0,0,0,18.6
1,0.0020483,0,18.3,11.8
1,0.9948849,0,0,5.6
1,0.0031708,0,22.4,19.3
1,0,0,8.1,12.8
1,0,0,9.6,13.7
1,0.0034884,0,7.5,26.2
1,0.0028011,0,2,15.9
1,0.0029655,0,8.3,23.4
1,0.0025629,0,6.4,20.9
1,0.0014085,0,7.2,24
1,0.0026915,0,4.3,8.4
1,0.0034803,0,1.3,26
1,0.0028887,0,3.3,19.4
1,0.0046677,0,2.9,16.7
1,0.0008818,0,4.4,13.8
1,0,0,1.6,19.5
1,0.0005955,0,7.3,19.6
1,0.0012041,0,3.7,23.3
1,0,0,0,17.1
1,0,0,9.7,14.3
1,0.0012262,0,0,17.4
1,0.0039342,0,5,19.1
1,0,0,5.8,14
1,0.002129,0,5.4,14.5
1,0.0571253,1,21.3,20.6
1,0.0034472,0,9.2,34.2
1,0.0234581,0,4.9,31.3
1,0.0012637,1,4.8,32.4
1,0.002601,0,4,22.6
1,0.000872,0,7.5,28.8
1,0.0112685,0,3.2,19.6
1,0.0111651,0,8.6,24
1,0.0099678,0,10.3,21.5
1,0.0701207,0,12.7,22
1,0.0069289,0,3.7,19.9
1,0.0021722,0,3.2,18.3
1,0.0043115,0,3.4,18.5
1,0.1482472,0,6.5,13.8
1,0.0012357,0,10.7,13.4
1,0,0,3.8,29.6
1,0,0,2,25.1
1,0.0186019,0,6.4,17.2
1,0,0,16.5,15.4
1,0.0047027,0,0,13.6
1,0,0,6.6,11.4
1,0.0351617,0,8.3,18.7
1,0.0066406,0,17,15.5
1,0,0,4.7,8.2
1,0,0,4.2,17.1
1,0.0032854,0,34.2,10.3
1,0.0071511,0,6.3,18.8
1,0.0436531,0,5.6,16.6
1,0.0014139,0,11.7,9.1
1,0.0030204,0,7,13.9
1,0,0,10.6,13.7
1,0.0016207,0,12.4,13.5
1,0,0,0,16.5
1,0.0173454,0,3.3,11.5
1,0.0084829,0,19.1,13.5
1,0.0011527,0,11.8,25.1
1,0.0017218,0,4.1,18.6
1,0.0160735,0,6.2,11.3
1,0.0023888,1,0,25.6
1,0.0020557,0,3.6,31.8
1,0.0123045,0,2.7,25.6
1,0.0005875,0,5.2,19.3
1,0,0,8.2,19.4
1,0,0,8.1,21.9
1,0.0028842,0,5.4,20.6
1,0.0006802,0,5.1,32.3
1,0.0049395,0,9.2,27.4
1,0.0130461,0,11.3,26.7
1,0.0299458,0,17.6,32
1,0,0,4.6,32.8
1,0.0243043,0,3.7,22.2
1,0.0009038,0,15.2,21.2
1,0.004817,0,22.1,23.8
1,0,0,0,25.9
1,0.0008058,0,4.7,23
1,0.0068606,0,4.1,29.4
1,0.006263,0,7.6,24.1
1,0.0020109,0,5,24.6
1,0.0033888,0,0,24.6
1,0.0176885,0,7.6,27.8
1,0.0221275,0,2.1,21.2
1,0,0,5.9,13.9
1,0,0,3.4,16
1,0,0,10.7,18.2
1,0.0186646,0,24.1,15.1
1,0,0,5.6,15.2
1,0.0040404,0,3.2,12.8
1,0.0016405,1,7.2,13.4
1,0.0035211,0,7.6,12
1,0,0,4.7,11.9
1,0.0065635,0,0,16.9
1,0.0031739,0,3.1,17.6
1,0,0,8.4,12.9
1,0,0,5.1,16.3
1,0,0,7.6,11.6
1,0.0007406,0,3.9,16.3
1,0.0007696,0,5.8,19.2
1,0.0025621,0,0,14.8
1,0.0035763,0,8.9,22.8
1,0.0109593,0,3.2,23.1
1,0,0,7.9,23.8
1,0,0,10.6,33
1,0.0043239,0,2.5,22.9
1,0.0036241,0,1.5,14.5
1,0.0050531,0,3.9,20.8
1,0.0098432,0,2.9,23.8
1,0.0014427,0,2.6,16.4
1,0.0145492,0,3.9,22.7
1,0.0036127,0,7.6,26.9
1,0,0,3.8,11.7
1,0,0,0,8.8
1,0,0,0,8
1,0.0011009,0,13.7,14.5
1,0.0137457,0,18.1,17.9
1,0.0011771,0,6,16.7
1,0.0037904,0,1.3,17
1,0.0093975,0,4.7,14.8
1,0,0,11,19
1,0,0,9,21
1,0.0083936,0,0,18
1,0.0022418,0,0,20.1
1,0.0003018,0,0.8,13.6
1,0,0,3.1,15.7
1,0.0013153,0,6.2,25.7
1,0.0096943,0,9.4,27.4
1,0,0,6.5,15.1
1,0.0012395,0,2.2,17.8
1,0,0,3,22.5
1,0.0147431,0,0,13.2
1,0,0,0,15.7
1,0.0031354,0,8.3,13.2
1,0.0023923,0,3.9,9
1,0,0,6.4,26.6
1,0,0,8.8,18.7
1,0,0,3.5,11.7
1,0.0015848,0,10.1,25.1
1,0.0036853,0,5.2,20.5
1,0,0,0,19.7
1,0.0081818,0,12.7,25.5
1,0.0067257,0,10.1,19.8
1,0,0,8.8,3.4
1,0.0189941,0,21.6,14.6
1,0.0098277,0,4.2,17.1
1,0,0,7,24.2
1,0.0675261,0,8.6,19.5
1,0.0016635,0,1.1,21
1,0.0356037,0,10.9,17.7
1,0.0090457,0,8.2,22.3
1,0.0039404,0,4.4,25.7
1,0,0,1.8,11.8
1,0.0002397,0,13.3,18.8
1,0,0,12,22
1,0,0,2.5,17.6
1,0,0,4,13.7
1,0.1769017,0,3.8,28.4
1,0,0,2,12.3
1,0,0,7.7,12.7
1,0,0,1.8,15.1
1,0,0,12.2,12.3
1,0,0,6.4,17.6
1,0.0023127,0,2.7,25.6
1,0.0163371,0,4.8,20.8
1,0,0,7,20.3
1,0.0009485,0,5.1,20.7
1,0.0006034,0,9,17.2
1,0.0243827,0,7.3,16.5
1,0,0,3.9,21.5
1,0.0010076,0,9.9,20.9
1,0.0024349,0,0,21.8
1,0.0139876,0,10.1,24.6
1,0.014435,0,2.9,21
1,0,0,0,11.2
1,0.0179078,0,0.4,13.7
1,0,0,19.1,18.5
1,0.0477878,0,3.5,14.6
1,0.0011965,0,4.2,21.3
1,0.0010652,0,5.1,21.1
1,0.0122064,1,0.6,16
1,0.002587,0,13.2,22.7
1,0,0,4.4,18.1
1,0.0226973,0,6.5,13.2
1,0.0199683,0,2,12.2
1,0.0020706,0,5.9,15.9
1,0,0,8.1,11.3
1,0,0,10.3,11.1
1,0.0017104,0,7.1,13.2
1,0,1,34.2,3.5
1,0.0003436,0,5.8,11.1
1,0.0049283,0,13.8,21.3
1,0.0258472,0,7.5,16.9
1,0.0056993,0,16.2,21
1,0,0,4.5,9.1
1,0.0167126,0,21.8,14.2
1,0,0,0,13.7
1,0.0433771,0,12.2,12.5
1,0.0061312,0,6.3,9.4
1,0.0375037,0,10.5,12.8
1,0.0049693,0,14.4,9.2
1,0,0,0,10.4
1,0.0154941,0,0,8.5
1,0,0,12.9,8.4
1,0.0081883,0,0,5.4
1,0,0,0,6.8
1,0.0072665,0,14,14.9
1,0.0028438,0,1.7,15.7
1,0.0003568,1,6.6,12.6
1,0.0030358,0,1.8,12.2
1,0.0004841,0,16.8,11.5
1,0.0100719,0,0,16.3
1,0.0262829,0,5.7,6.6
1,0,0,5.2,13.5
1,0,0,11.3,17.1
1,0.0014042,0,0,8.8
1,0,0,9.5,15.1
1,0.0026799,0,0,16.8
1,0.0022441,0,14.3,14.7
1,0.0148636,0,7.8,22
1,0.0030185,0,1.7,25.8
1,0.0180099,0,2.8,25.2
1,0,0,24.7,21
1,0,0,1.8,13.9
1,0.0020376,0,2.2,12.8
1,0,0,2.7,16.3
1,0.0035757,0,12.7,17.3
1,0,0,13.6,8.6
1,0.0191483,1,19.1,17.5
1,0.0195419,0,15.4,23.4
1,0.0049546,0,4,22.9
1,0.002926,0,2.4,14.1
1,0.0235011,0,7.1,17.4
1,0.0446317,1,9.7,11.9
1,0.0059459,0,19,20.8
1,0.1569404,1,17.4,17.5
1,0.0013732,1,3.6,15.9
1,0.0050542,0,0,16.8
1,0.0068386,0,1.3,13.9
1,0.0157195,0,0,10.1
1,0.0244087,0,18.2,12.6
1,0.0124302,0,8.6,12.8
1,0.0209165,0,9.1,16.6
